Junction_ID,Date,Time,Vehicle_Count,Average_Speed_kmph,Congestion_Level,Weather,Signal_State_Green,Signal_State_Red
J4,12-03-2024,19:15,31,42.35770911,2,Clear,27,50
J5,12-03-2024,19:15,32,35.81182665,2,Clear,47,84
J1,12-03-2024,19:30,27,28.24689496,2,Clear,27,65
J2,12-03-2024,19:30,25,40.52883926,2,Clear,34,83
J3,12-03-2024,19:30,39,31.69119925,2,Clear,20,71
J4,12-03-2024,19:30,35,46.50928528,2,Clear,21,76
J5,12-03-2024,19:30,32,40.57856609,2,Clear,22,44
J1,12-03-2024,19:45,28,31.01092789,2,Clear,45,70
J2,12-03-2024,19:45,39,40.72567232,2,Clear,29,72
J3,12-03-2024,19:45,37,37.24651639,2,Clear,35,73
J4,12-03-2024,19:45,40,34.01272735,3,Clear,25,60
J5,12-03-2024,19:45,38,41.61841247,2,Clear,36,45
J1,12-03-2024,20:00,39,22.90905876,2,Clear,26,78
J2,12-03-2024,20:00,37,48.05405312,2,Clear,26,35
J3,12-03-2024,20:00,40,19.30469109,3,Clear,47,84
J4,12-03-2024,20:00,36,51.08154974,2,Clear,38,86
J5,12-03-2024,20:00,34,42.95014469,2,Clear,47,63
J1,12-03-2024,20:15,34,44.52880513,2,Clear,46,80
J2,12-03-2024,20:15,20,21.29723889,2,Clear,57,30
J3,12-03-2024,20:15,24,33.91389019,1,Clear,46,66
J4,12-03-2024,20:15,39,29.30146921,2,Clear,30,30
J5,12-03-2024,20:15,37,42.73427376,2,Clear,41,50
J1,12-03-2024,20:30,33,37.74022506,2,Clear,38,63
J2,12-03-2024,20:30,35,22.63621525,2,Clear,44,31
J3,12-03-2024,20:30,35,49.91209172,2,Clear,33,80
J4,12-03-2024,20:30,36,40.34809972,2,Clear,21,89
J5,12-03-2024,20:30,34,33.001278,2,Clear,40,59
J1,12-03-2024,20:45,44,40.50659763,3,Clear,38,41
J2,12-03-2024,20:45,31,30.72306363,2,Clear,37,51
J3,12-03-2024,20:45,37,40.19990601,2,Clear,51,43
J4,12-03-2024,20:45,43,27.10505637,3,Clear,20,47
J5,12-03-2024,20:45,35,32.36292296,2,Clear,48,82
J1,12-03-2024,21:00,27,34.5535521,2,Clear,31,81
J2,12-03-2024,21:00,20,14.51101867,2,Clear,48,49
J3,12-03-2024,21:00,25,47.58021466,2,Clear,23,56
J4,12-03-2024,21:00,22,43.27880068,2,Clear,47,41
J5,12-03-2024,21:00,18,37.57391502,1,Clear,53,35
J1,12-03-2024,21:15,10,31.06147164,1,Clear,28,66
J2,12-03-2024,21:15,24,28.55958909,2,Clear,44,40
J3,12-03-2024,21:15,20,38.98113823,2,Clear,53,68
J4,12-03-2024,21:15,25,23.01838375,2,Clear,24,77
J5,12-03-2024,21:15,16,28.75752656,1,Clear,25,53
J1,12-03-2024,21:30,19,32.49743919,1,Clear,40,61
J2,12-03-2024,21:30,24,35.70368109,2,Clear,53,37
J3,12-03-2024,21:30,19,28.11576993,1,Clear,22,80
J4,12-03-2024,21:30,20,42.04807406,2,Clear,37,32
J5,12-03-2024,21:30,22,33.53853895,2,Clear,44,49
J1,12-03-2024,21:45,17,22.98758595,1,Clear,36,65
J2,12-03-2024,21:45,10,34.10277632,1,Clear,41,44
J3,12-03-2024,21:45,24,53.94831872,2,Clear,52,78
J4,12-03-2024,21:45,16,50.60132457,1,Clear,41,41
J5,12-03-2024,21:45,22,34.62737934,2,Clear,35,89
J1,12-03-2024,22:00,17,34.4991845,1,Clear,25,58
J2,12-03-2024,22:00,19,36.33508793,1,Clear,49,54
J3,12-03-2024,22:00,10,55.6981399,1,Clear,38,82
J4,12-03-2024,22:00,21,32.44094147,2,Clear,26,33
J5,12-03-2024,22:00,11,44.98652265,1,Clear,57,56
J1,12-03-2024,22:15,21,49.54116874,2,Clear,44,54
J2,12-03-2024,22:15,20,32.22342468,2,Clear,58,80
J3,12-03-2024,22:15,25,39.06016786,2,Clear,40,37
J4,12-03-2024,22:15,19,38.76682284,1,Clear,30,76
J5,12-03-2024,22:15,33,38.58657266,2,Clear,37,55
J1,12-03-2024,22:30,13,36.94004068,1,Clear,57,83
J2,12-03-2024,22:30,21,41.19752276,2,Clear,58,36
J3,12-03-2024,22:30,27,46.64896786,2,Clear,37,87
J4,12-03-2024,22:30,30,49.35332733,2,Clear,52,50
J5,12-03-2024,22:30,29,38.01128501,2,Clear,20,34
J1,12-03-2024,22:45,17,36.6998784,1,Clear,45,63
J2,12-03-2024,22:45,17,41.42801023,1,Clear,39,39
J3,12-03-2024,22:45,19,29.21005245,1,Clear,33,35
J4,12-03-2024,22:45,25,39.64799036,2,Clear,28,83
J5,12-03-2024,22:45,27,54.08566082,2,Clear,51,65
J1,12-03-2024,23:00,20,39.72036068,2,Clear,47,70
J2,12-03-2024,23:00,13,33.02456653,1,Clear,51,58
J3,12-03-2024,23:00,18,35.05570829,1,Clear,22,69
J4,12-03-2024,23:00,14,46.41504572,1,Clear,43,79
J5,12-03-2024,23:00,27,15.8846709,2,Clear,45,34
J1,12-03-2024,23:15,19,33.79755373,1,Clear,55,30
J2,12-03-2024,23:15,19,46.37661356,1,Clear,49,74
J3,12-03-2024,23:15,18,29.64694984,1,Clear,31,83
J4,12-03-2024,23:15,19,42.69188293,1,Clear,48,45
J5,12-03-2024,23:15,24,47.99557621,2,Clear,46,76
J1,12-03-2024,23:30,21,27.27281324,2,Clear,59,58
J2,12-03-2024,23:30,23,42.71563953,2,Clear,35,44
J3,12-03-2024,23:30,21,35.51525586,2,Clear,53,34
J4,12-03-2024,23:30,19,28.3073814,1,Clear,47,48
J5,12-03-2024,23:30,26,38.78007573,2,Clear,20,43
J1,12-03-2024,23:45,15,35.94736744,1,Clear,25,86
J2,12-03-2024,23:45,22,34.90333394,2,Clear,20,67
J3,12-03-2024,23:45,11,36.1230243,1,Clear,54,31
J4,12-03-2024,23:45,18,47.50238295,1,Clear,27,73
J5,12-03-2024,23:45,23,46.34184447,2,Clear,29,34
J1,13-03-2024,00:00,23,40.37158516,2,Rain,35,32
J2,13-03-2024,00:00,27,27.17439079,2,Rain,44,77
J3,13-03-2024,00:00,20,37.88218785,2,Rain,52,42
J4,13-03-2024,00:00,8,44.60643367,1,Rain,24,47
J5,13-03-2024,00:00,19,48.11540457,1,Rain,42,58
J1,13-03-2024,00:15,16,41.55251676,1,Rain,49,82
J2,13-03-2024,00:15,16,54.98821617,1,Rain,32,54
J3,13-03-2024,00:15,19,41.36661206,1,Rain,42,57
J4,13-03-2024,00:15,20,37.37619606,2,Rain,36,31
J5,13-03-2024,00:15,21,38.77254807,2,Rain,45,75
J1,13-03-2024,00:30,13,30.14215605,1,Rain,28,42
J2,13-03-2024,00:30,9,35.49679853,1,Rain,37,51
J3,13-03-2024,00:30,20,53.42821147,2,Rain,56,50
J4,13-03-2024,00:30,19,34.54226795,1,Rain,40,47
J5,13-03-2024,00:30,20,41.76598896,2,Rain,23,62
J1,13-03-2024,00:45,30,45.48975548,2,Rain,44,67
J2,13-03-2024,00:45,18,50.65578651,1,Rain,21,36
J3,13-03-2024,00:45,29,42.34607935,2,Rain,29,60
J4,13-03-2024,00:45,26,39.80254495,2,Rain,39,59
J5,13-03-2024,00:45,18,24.82935595,1,Rain,30,51
J1,13-03-2024,01:00,23,32.87082737,2,Rain,47,59
J2,13-03-2024,01:00,19,38.30596848,1,Rain,20,37
J3,13-03-2024,01:00,20,45.19692674,2,Rain,56,67
J4,13-03-2024,01:00,21,43.20730394,2,Rain,34,70
J5,13-03-2024,01:00,14,36.91998372,1,Rain,44,67
J1,13-03-2024,01:15,17,43.75326183,1,Rain,40,72
J2,13-03-2024,01:15,24,33.10799117,2,Rain,48,46
J3,13-03-2024,01:15,23,43.60340449,2,Rain,29,86
J4,13-03-2024,01:15,21,33.49114531,2,Rain,38,71
J5,13-03-2024,01:15,23,27.71081631,2,Rain,28,66
J1,13-03-2024,01:30,23,38.2925157,2,Rain,37,72
J2,13-03-2024,01:30,14,44.14517592,1,Rain,27,33
J3,13-03-2024,01:30,19,16.77100324,1,Rain,49,32
J4,13-03-2024,01:30,14,32.71429348,1,Rain,31,79
J5,13-03-2024,01:30,21,49.44311192,2,Rain,39,41
J1,13-03-2024,01:45,17,33.70300064,1,Rain,25,78
J2,13-03-2024,01:45,20,39.45313126,2,Rain,39,75
J3,13-03-2024,01:45,14,33.8484794,1,Rain,43,46
J4,13-03-2024,01:45,20,31.35293107,2,Rain,48,31
J5,13-03-2024,01:45,19,45.97304501,1,Rain,21,74
J1,13-03-2024,02:00,20,37.37214741,2,Rain,21,72
J2,13-03-2024,02:00,20,37.78079454,2,Rain,28,81
J3,13-03-2024,02:00,11,39.31854195,1,Rain,37,44
J4,13-03-2024,02:00,23,36.28821421,2,Rain,21,49
J5,13-03-2024,02:00,20,40.96980454,2,Rain,27,56
J1,13-03-2024,02:15,17,58.17580593,1,Rain,25,79
J2,13-03-2024,02:15,11,38.84759645,1,Rain,35,46
J3,13-03-2024,02:15,22,21.45305867,2,Rain,35,60
J4,13-03-2024,02:15,17,41.35973528,1,Rain,28,72
J5,13-03-2024,02:15,20,38.44399007,2,Rain,34,49
J1,13-03-2024,02:30,14,49.97792939,1,Rain,53,32
J2,13-03-2024,02:30,19,63.26775055,1,Rain,57,81
J3,13-03-2024,02:30,25,42.97198598,2,Rain,53,53
J4,13-03-2024,02:30,20,21.90674177,2,Rain,50,35
J5,13-03-2024,02:30,18,41.89039334,1,Rain,25,88
J1,13-03-2024,02:45,19,43.68697558,1,Rain,53,45
J2,13-03-2024,02:45,21,37.2958421,2,Rain,47,60
J3,13-03-2024,02:45,19,35.13006356,1,Rain,32,48
J4,13-03-2024,02:45,8,47.96155719,1,Rain,22,84
J5,13-03-2024,02:45,13,45.70842803,1,Rain,58,79
J1,13-03-2024,03:00,25,42.189159,2,Rain,42,30
J2,13-03-2024,03:00,17,56.63489139,1,Rain,55,55
J3,13-03-2024,03:00,15,50.84430454,1,Rain,49,47
J4,13-03-2024,03:00,19,32.21182728,1,Rain,55,64
J5,13-03-2024,03:00,19,48.7622698,1,Rain,21,55
J1,13-03-2024,03:15,18,28.60212191,1,Rain,56,53
J2,13-03-2024,03:15,18,35.5875321,1,Rain,54,68
J3,13-03-2024,03:15,15,37.85743406,1,Rain,58,72
J4,13-03-2024,03:15,23,15.59334624,2,Rain,58,35
J5,13-03-2024,03:15,22,63.93764751,2,Rain,24,31
J1,13-03-2024,03:30,26,21.70985964,2,Rain,21,78
J2,13-03-2024,03:30,13,41.28763769,1,Rain,25,48
J3,13-03-2024,03:30,28,35.6289637,2,Rain,39,59
J4,13-03-2024,03:30,15,25.27467233,1,Rain,22,77
J5,13-03-2024,03:30,15,39.25983432,1,Rain,39,67
J1,13-03-2024,03:45,22,35.98628676,2,Rain,47,75
J2,13-03-2024,03:45,24,38.44950563,2,Rain,59,31
J3,13-03-2024,03:45,25,25.89028455,2,Rain,23,74
J4,13-03-2024,03:45,28,28.14241168,2,Rain,49,64
J5,13-03-2024,03:45,24,39.51421769,2,Rain,35,36
J1,13-03-2024,04:00,27,41.54767917,2,Rain,29,57
J2,13-03-2024,04:00,22,47.37145879,2,Rain,28,63
J3,13-03-2024,04:00,24,49.63858786,2,Rain,40,59
J4,13-03-2024,04:00,23,25.82967231,2,Rain,37,33
J5,13-03-2024,04:00,15,39.29768858,1,Rain,26,31
J1,13-03-2024,04:15,22,41.9323028,2,Rain,40,69
J2,13-03-2024,04:15,29,35.49931532,2,Rain,36,33
J3,13-03-2024,04:15,24,29.12852263,2,Rain,49,89
J4,13-03-2024,04:15,22,32.40440648,2,Rain,56,59
J5,13-03-2024,04:15,17,51.92365476,1,Rain,59,36
J1,13-03-2024,04:30,14,48.17067702,1,Rain,34,38
J2,13-03-2024,04:30,16,32.03295481,1,Rain,26,73
J3,13-03-2024,04:30,18,26.06715784,1,Rain,55,36
J4,13-03-2024,04:30,21,43.59428363,2,Rain,28,34
J5,13-03-2024,04:30,25,44.91482307,3,Rain,34,61
J1,13-03-2024,04:45,14,37.62820739,1,Rain,52,68
J2,13-03-2024,04:45,20,38.19044783,2,Rain,25,34
J3,13-03-2024,04:45,19,42.10294045,1,Rain,53,57
J4,13-03-2024,04:45,11,32.0325894,1,Rain,22,46
J5,13-03-2024,04:45,23,48.12902541,2,Rain,56,72
J1,13-03-2024,05:00,21,46.05157302,2,Rain,43,35
J2,13-03-2024,05:00,25,25.18266259,2,Rain,27,87
J3,13-03-2024,05:00,19,44.69089319,1,Rain,37,36
J4,13-03-2024,05:00,17,36.35120277,1,Rain,25,42
J5,13-03-2024,05:00,16,35.35603531,1,Rain,22,33
J1,13-03-2024,05:15,19,39.28216367,1,Rain,22,71
J2,13-03-2024,05:15,27,37.62670382,2,Rain,34,42
J3,13-03-2024,05:15,23,29.80308114,2,Rain,42,52
J4,13-03-2024,05:15,19,44.00685019,1,Rain,46,60
J5,13-03-2024,05:15,18,48.30013298,1,Rain,42,77
J1,13-03-2024,05:30,19,38.32432357,1,Rain,21,76
J2,13-03-2024,05:30,20,40.2044234,2,Rain,53,56
J3,13-03-2024,05:30,25,34.15139373,2,Rain,58,48
J4,13-03-2024,05:30,21,32.73022603,2,Rain,49,34
J5,13-03-2024,05:30,20,29.2774201,2,Rain,49,80
J1,13-03-2024,05:45,14,36.12969918,1,Rain,27,41
J2,13-03-2024,05:45,10,45.61951735,1,Rain,21,52
J3,13-03-2024,05:45,18,32.87152845,1,Rain,32,61
J4,13-03-2024,05:45,17,55.1919979,1,Rain,30,84
J5,13-03-2024,05:45,20,35.94430102,2,Rain,43,67
J1,13-03-2024,06:00,30,33.41348487,2,Rain,53,33
J2,13-03-2024,06:00,19,48.18098735,1,Rain,25,46
J3,13-03-2024,06:00,28,28.3664228,2,Rain,44,58
J4,13-03-2024,06:00,15,46.33973206,1,Rain,39,80
J5,13-03-2024,06:00,18,46.90402255,1,Rain,27,80
J1,13-03-2024,06:15,18,23.23294445,1,Rain,38,64
J2,13-03-2024,06:15,29,42.91095381,2,Rain,53,31
J3,13-03-2024,06:15,21,39.14005548,2,Rain,50,66
J4,13-03-2024,06:15,16,40.17322717,1,Rain,38,54
J5,13-03-2024,06:15,22,31.96953044,2,Rain,51,32
J1,13-03-2024,06:30,18,29.48126811,1,Rain,31,88
J2,13-03-2024,06:30,18,65.00327996,1,Rain,48,61
J3,13-03-2024,06:30,15,25.11889135,1,Rain,22,41
J4,13-03-2024,06:30,12,49.91631278,1,Rain,46,70
J5,13-03-2024,06:30,16,34.92539152,1,Rain,37,78
J1,13-03-2024,06:45,17,46.91723378,1,Rain,57,63
J2,13-03-2024,06:45,25,37.80620663,2,Rain,42,66
J3,13-03-2024,06:45,26,40.56050514,2,Rain,43,43
J4,13-03-2024,06:45,25,41.8633687,2,Rain,44,52
J5,13-03-2024,06:45,16,34.94341192,1,Rain,27,76
J1,13-03-2024,07:00,35,33.88242238,2,Rain,48,84
J2,13-03-2024,07:00,36,32.4393706,2,Rain,34,53
J3,13-03-2024,07:00,29,35.0877611,2,Rain,25,84
J4,13-03-2024,07:00,42,50.36476532,3,Rain,43,40
J5,13-03-2024,07:00,29,52.21227383,2,Rain,30,84
J1,13-03-2024,07:15,41,37.56113037,3,Rain,56,74
J2,13-03-2024,07:15,29,40.91076147,2,Rain,25,44
J3,13-03-2024,07:15,41,38.88379317,3,Rain,56,56
J4,13-03-2024,07:15,35,30.7481237,2,Rain,30,32
J5,13-03-2024,07:15,29,33.59284953,2,Rain,49,63
J1,13-03-2024,07:30,33,31.02399937,2,Rain,26,41
J2,13-03-2024,07:30,45,26.28927684,3,Rain,55,39
J3,13-03-2024,07:30,37,28.55678402,2,Rain,45,86
J4,13-03-2024,07:30,38,49.37564653,2,Rain,25,76
J5,13-03-2024,07:30,32,19.35682202,2,Rain,44,89
J1,13-03-2024,07:45,31,34.12397297,2,Rain,56,51
J2,13-03-2024,07:45,46,34.63476791,3,Rain,34,35
J3,13-03-2024,07:45,35,29.53638542,1,Rain,57,75
J4,13-03-2024,07:45,40,29.82059639,3,Rain,26,81
J5,13-03-2024,07:45,40,34.56072532,3,Rain,57,48
J1,13-03-2024,08:00,33,41.10517826,2,Rain,54,44
J2,13-03-2024,08:00,42,46.41612911,3,Rain,29,78
J3,13-03-2024,08:00,41,22.27980313,3,Rain,49,79
J4,13-03-2024,08:00,29,32.95024503,2,Rain,29,51
J5,13-03-2024,08:00,26,43.81906049,2,Rain,55,51
J1,13-03-2024,08:15,37,37.17141583,2,Rain,45,71
J2,13-03-2024,08:15,27,34.07886317,2,Rain,53,54
J3,13-03-2024,08:15,37,37.79623279,2,Rain,25,88
J4,13-03-2024,08:15,35,41.93071074,2,Rain,56,33
J5,13-03-2024,08:15,43,39.63384703,3,Rain,38,55
J1,13-03-2024,08:30,27,46.22028578,2,Rain,35,57
J2,13-03-2024,08:30,33,31.93964724,2,Rain,45,42
J3,13-03-2024,08:30,24,30.38808603,2,Rain,36,68
J4,13-03-2024,08:30,31,28.5372684,2,Rain,59,86
J5,13-03-2024,08:30,32,29.42978064,2,Rain,29,49
J1,13-03-2024,08:45,28,53.62515252,2,Rain,24,78
J2,13-03-2024,08:45,36,45.00393014,2,Rain,21,82
J3,13-03-2024,08:45,29,48.72130221,2,Rain,20,42
J4,13-03-2024,08:45,43,23.65602681,3,Rain,43,66
J5,13-03-2024,08:45,45,23.9331893,3,Rain,53,61
J1,13-03-2024,09:00,34,36.80817863,2,Rain,28,45
J2,13-03-2024,09:00,29,45.98448998,2,Rain,30,38
J3,13-03-2024,09:00,33,21.4146726,2,Rain,59,72
J4,13-03-2024,09:00,47,34.51748878,3,Rain,51,86
J5,13-03-2024,09:00,35,34.84827639,2,Rain,51,77
J1,13-03-2024,09:15,26,36.48283551,2,Rain,29,34
J2,13-03-2024,09:15,44,31.40790633,3,Rain,53,56
J3,13-03-2024,09:15,38,21.06763405,2,Rain,30,63
J4,13-03-2024,09:15,35,23.362028,2,Rain,32,86
J5,13-03-2024,09:15,37,47.76509887,2,Rain,43,89
J1,13-03-2024,09:30,36,28.34463282,2,Rain,34,39
J2,13-03-2024,09:30,28,33.08113696,2,Rain,24,70
J3,13-03-2024,09:30,36,43.21847538,2,Rain,27,31
J4,13-03-2024,09:30,36,28.20275016,2,Rain,47,71
J5,13-03-2024,09:30,37,30.62243394,2,Rain,36,72
J1,13-03-2024,09:45,41,28.86058478,3,Rain,54,40
J2,13-03-2024,09:45,37,29.15954687,2,Rain,52,89
J3,13-03-2024,09:45,35,37.58101833,2,Rain,29,72
J4,13-03-2024,09:45,35,23.4257842,2,Rain,29,79
J5,13-03-2024,09:45,36,27.44717135,2,Rain,41,76
J1,13-03-2024,10:00,27,36.28086705,2,Rain,50,51
J2,13-03-2024,10:00,36,35.35814972,2,Rain,51,89
J3,13-03-2024,10:00,32,45.04193377,2,Rain,39,41
J4,13-03-2024,10:00,29,38.61610523,2,Rain,21,34
J5,13-03-2024,10:00,43,39.84698587,3,Rain,48,34
J1,13-03-2024,10:15,35,41.68227407,2,Rain,39,79
J2,13-03-2024,10:15,40,25.73730589,3,Rain,57,41
J3,13-03-2024,10:15,35,26.61818087,2,Rain,35,65
J4,13-03-2024,10:15,34,24.83067581,2,Rain,27,57
J5,13-03-2024,10:15,30,24.69161533,2,Rain,36,84
J1,13-03-2024,10:30,42,25.07394741,3,Rain,28,76
J2,13-03-2024,10:30,41,32.35347623,3,Rain,54,60
J3,13-03-2024,10:30,36,31.00545851,2,Rain,40,75
J4,13-03-2024,10:30,34,46.28772362,2,Rain,23,71
J5,13-03-2024,10:30,30,30.66371327,2,Rain,22,43
J1,13-03-2024,10:45,30,31.14631836,2,Rain,33,73
J2,13-03-2024,10:45,37,31.73278501,2,Rain,27,47
J3,13-03-2024,10:45,26,22.77961143,2,Rain,39,46
J4,13-03-2024,10:45,18,21.12144558,1,Rain,53,40
J5,13-03-2024,10:45,34,41.54476396,2,Rain,39,48
J1,13-03-2024,11:00,20,43.63333671,2,Rain,32,52
J2,13-03-2024,11:00,19,35.69769199,1,Rain,49,63
J3,13-03-2024,11:00,20,32.1006566,2,Rain,44,76
J4,13-03-2024,11:00,23,36.31347619,2,Rain,22,37
J5,13-03-2024,11:00,21,34.30150933,2,Rain,57,80
J1,13-03-2024,11:15,33,51.81075646,2,Rain,55,83
J2,13-03-2024,11:15,17,40.2484253,1,Rain,44,34
J3,13-03-2024,11:15,19,41.50219383,1,Rain,56,41
J4,13-03-2024,11:15,19,31.57551155,1,Rain,23,36
J5,13-03-2024,11:15,16,50.94136953,1,Rain,23,61
J1,13-03-2024,11:30,14,45.75307822,1,Rain,48,63
J2,13-03-2024,11:30,19,41.40733534,1,Rain,45,87
J3,13-03-2024,11:30,15,44.2302596,1,Rain,31,30
J4,13-03-2024,11:30,25,30.11012138,2,Rain,40,46
J5,13-03-2024,11:30,14,30.32118634,1,Rain,52,41
J1,13-03-2024,11:45,24,39.0757015,2,Rain,34,76
J2,13-03-2024,11:45,32,39.74219997,2,Rain,52,59
J3,13-03-2024,11:45,20,41.45276659,2,Rain,36,63
J4,13-03-2024,11:45,16,35.91013519,1,Rain,30,45
J5,13-03-2024,11:45,14,44.38116789,1,Rain,55,87
J1,13-03-2024,12:00,22,42.26858203,2,Rain,47,39
J2,13-03-2024,12:00,13,26.56876302,1,Rain,45,30
J3,13-03-2024,12:00,23,30.2869899,2,Rain,31,45
J4,13-03-2024,12:00,15,44.47810049,1,Rain,32,46
J5,13-03-2024,12:00,17,31.16998624,1,Rain,29,30
J1,13-03-2024,12:15,18,41.61492755,1,Rain,33,77
J2,13-03-2024,12:15,17,24.15283347,1,Rain,52,77
J3,13-03-2024,12:15,21,24.47113506,2,Rain,47,33
J4,13-03-2024,12:15,28,41.63691687,2,Rain,42,86
J5,13-03-2024,12:15,34,40.26136557,2,Rain,44,48
J1,13-03-2024,12:30,19,27.2428307,1,Rain,31,59
J2,13-03-2024,12:30,13,36.84637248,1,Rain,59,35
J3,13-03-2024,12:30,19,53.61773403,1,Rain,53,86
J4,13-03-2024,12:30,22,39.54850176,2,Rain,45,59
J5,13-03-2024,12:30,23,42.43475861,2,Rain,56,71
J1,13-03-2024,12:45,15,50.49474,1,Rain,25,81
J2,13-03-2024,12:45,18,33.07783184,1,Rain,29,71
J3,13-03-2024,12:45,18,38.63464787,1,Rain,20,89
J4,13-03-2024,12:45,15,37.31396052,1,Rain,27,88
J5,13-03-2024,12:45,16,39.16463036,1,Rain,40,73
J1,13-03-2024,13:00,19,41.15073846,1,Rain,36,72
J2,13-03-2024,13:00,28,32.32900923,2,Rain,49,89
J3,13-03-2024,13:00,16,39.70956936,1,Rain,24,63
J4,13-03-2024,13:00,22,40.45829694,2,Rain,35,69
J5,13-03-2024,13:00,25,40.78521967,2,Rain,53,32
J1,13-03-2024,13:15,28,38.36723641,2,Rain,52,60
J2,13-03-2024,13:15,17,37.51725586,1,Rain,41,60
J3,13-03-2024,13:15,18,35.64205152,1,Rain,57,71
J4,13-03-2024,13:15,25,47.03021812,2,Rain,33,49
J5,13-03-2024,13:15,25,32.80290119,2,Rain,34,46
J1,13-03-2024,13:30,15,47.94530832,1,Rain,30,48
J2,13-03-2024,13:30,33,29.77073387,2,Rain,38,78
J3,13-03-2024,13:30,27,43.99164096,2,Rain,22,49
J4,13-03-2024,13:30,19,51.2802567,1,Rain,37,69
J5,13-03-2024,13:30,18,36.77169951,1,Rain,39,48
J1,13-03-2024,13:45,26,40.3669641,2,Rain,31,70
J2,13-03-2024,13:45,20,33.67983045,2,Rain,23,66
J3,13-03-2024,13:45,30,31.92111923,2,Rain,22,64
J4,13-03-2024,13:45,12,37.78414458,1,Rain,28,40
J5,13-03-2024,13:45,13,26.85591453,1,Rain,48,49
J1,13-03-2024,14:00,21,43.57112129,2,Rain,25,67
J2,13-03-2024,14:00,18,37.88814405,1,Rain,52,68
J3,13-03-2024,14:00,20,31.8687849,2,Rain,23,82
J4,13-03-2024,14:00,28,31.95522325,2,Rain,49,43
J5,13-03-2024,14:00,25,45.35836222,2,Rain,39,39
J1,13-03-2024,14:15,19,44.56306633,1,Rain,33,34
J2,13-03-2024,14:15,20,38.33946738,2,Rain,47,33
J3,13-03-2024,14:15,16,49.864437,1,Rain,49,59
J4,13-03-2024,14:15,20,35.34160756,2,Rain,25,85
J5,13-03-2024,14:15,30,27.66909461,2,Rain,25,42
J1,13-03-2024,14:30,20,36.3302718,2,Rain,39,49
J2,13-03-2024,14:30,26,44.69166399,2,Rain,42,30
J3,13-03-2024,14:30,28,42.96210729,2,Rain,41,49
J4,13-03-2024,14:30,17,28.75217036,1,Rain,28,54
J5,13-03-2024,14:30,24,38.28830007,2,Rain,40,74
J1,13-03-2024,14:45,15,41.51330511,1,Rain,41,59
J2,13-03-2024,14:45,14,39.78515697,1,Rain,32,61
J3,13-03-2024,14:45,23,37.22677071,2,Rain,24,66
J4,13-03-2024,14:45,25,40.362014,2,Rain,25,70
J5,13-03-2024,14:45,33,39.73827594,2,Rain,21,62
J1,13-03-2024,15:00,17,24.05287441,1,Rain,21,46
J2,13-03-2024,15:00,10,35.61980358,1,Rain,30,41
J3,13-03-2024,15:00,9,29.73678664,1,Rain,39,35
J4,13-03-2024,15:00,15,39.92693647,1,Rain,55,74
J5,13-03-2024,15:00,12,37.25830318,1,Rain,59,70
J1,13-03-2024,15:15,23,46.02912222,2,Rain,35,32
J2,13-03-2024,15:15,22,12.79213826,2,Rain,20,35
J3,13-03-2024,15:15,20,39.82442952,2,Rain,27,36
J4,13-03-2024,15:15,19,52.4011302,1,Rain,30,54
J5,13-03-2024,15:15,14,27.18106417,1,Rain,53,59
J1,13-03-2024,15:30,26,41.80927616,2,Rain,32,69
J2,13-03-2024,15:30,19,18.42723355,1,Rain,55,45
J3,13-03-2024,15:30,19,36.04957406,1,Rain,26,73
J4,13-03-2024,15:30,29,48.04103127,2,Rain,52,53
J5,13-03-2024,15:30,24,43.481529,2,Rain,31,35
J1,13-03-2024,15:45,19,37.12407683,1,Rain,48,57
J2,13-03-2024,15:45,9,44.24521101,1,Rain,21,79
J3,13-03-2024,15:45,16,49.6400899,1,Rain,20,84
J4,13-03-2024,15:45,14,36.403704,1,Rain,32,67
J5,13-03-2024,15:45,14,35.54992501,1,Rain,51,82
J1,13-03-2024,16:00,23,44.76598768,2,Rain,58,30
J2,13-03-2024,16:00,21,37.10889408,3,Rain,25,69
J3,13-03-2024,16:00,19,22.18808892,1,Rain,42,84
J4,13-03-2024,16:00,26,40.90767513,2,Rain,46,76
J5,13-03-2024,16:00,15,46.27679144,1,Rain,30,61
J1,13-03-2024,16:15,18,46.34892451,1,Rain,49,50
J2,13-03-2024,16:15,18,29.64596945,1,Rain,31,51
J3,13-03-2024,16:15,20,30.79663071,2,Rain,30,41
J4,13-03-2024,16:15,24,41.37830589,2,Rain,22,67
J5,13-03-2024,16:15,23,43.47047002,2,Rain,54,43
J1,13-03-2024,16:30,23,29.6489816,2,Rain,57,40
J2,13-03-2024,16:30,19,36.99524553,1,Rain,28,74
J3,13-03-2024,16:30,19,35.32905419,1,Rain,55,58
J4,13-03-2024,16:30,18,31.71321095,1,Rain,41,66
J5,13-03-2024,16:30,20,48.20248672,2,Rain,59,87
J1,13-03-2024,16:45,17,40.6784934,1,Rain,53,54
J2,13-03-2024,16:45,22,31.62412015,2,Rain,42,72
J3,13-03-2024,16:45,14,28.89614169,1,Rain,49,70
J4,13-03-2024,16:45,13,42.99779423,1,Rain,50,79
J5,13-03-2024,16:45,18,33.71905765,1,Rain,56,58
J1,13-03-2024,17:00,48,30.7671854,3,Rain,26,87
J2,13-03-2024,17:00,40,23.50789583,3,Rain,50,60
J3,13-03-2024,17:00,28,40.46700591,2,Rain,20,61
